PS1,PS2,PS3,PS4,PS5,PS6,EPS1,FS1,FS2,TS1,TS2,TS3,TS4,VS1,CP,CE,SE
0.3,0.39,0.22,1.51,1.05,2.44,-2.37,,,,,,,,,,
0.29,0.4,0.22,1.52,1.06,2.44,-2.28,0.79,1.8,,,,,,,,
0.28,0.4,0.23,1.53,1.07,2.44,-2.2,,,,,,,,,,
0.27,0.41,0.23,1.54,1.08,2.45,-2.12,,,,,,,,,,
0.27,0.42,0.23,1.55,1.09,2.45,-2.04,,,,,,,,,,
0.26,0.43,0.23,1.56,1.1,2.45,-1.95,,,,,,,,,,
0.25,0.43,0.24,1.57,1.1,2.46,-1.87,,,,,,,,,,
0.25,0.44,0.24,1.58,1.11,2.46,-1.78,,,,,,,,,,
0.24,0.45,0.24,1.59,1.12,2.46,-1.7,,,,,,,,,,
0.23,0.46,0.25,1.6,1.13,2.46,-1.61,,,,,,,,,,
0.23,0.46,0.25,1.61,1.14,2.47,-1.52,,,,,,,,,,
0.22,0.47,0.25,1.62,1.15,2.47,-1.43,0.72,1.87,,,,,,,,
0.22,0.48,0.25,1.63,1.16,2.47,-1.35,,,,,,,,,,
0.21,0.49,0.26,1.63,1.17,2.47,-1.26,,,,,,,,,,
0.2,0.5,0.26,1.64,1.18,2.48,-1.17,,,,,,,,,,
0.2,0.5,0.26,1.65,1.19,2.48,-1.08,,,,,,,,,,
0.19,0.51,0.27,1.66,1.2,2.48,-0.99,,,,,,,,,,
0.19,0.52,0.27,1.67,1.21,2.48,-0.9,,,,,,,,,,
0.18,0.53,0.28,1.68,1.22,2.48,-0.8,,,,,,,,,,
0.17,0.54,0.28,1.69,1.23,2.49,-0.71,,,,,,,,,,
0.17,0.54,0.28,1.7,1.24,2.49,-0.62,,,,,,,,,,
0.16,0.55,0.29,1.71,1.25,2.49,-0.52,0.66,1.95,,,,,,,,
0.16,0.56,0.29,1.72,1.26,2.49,-0.43,,,,,,,,,,
0.15,0.57,0.3,1.73,1.27,2.49,-0.34,,,,,,,,,,
0.15,0.58,0.3,1.74,1.28,2.49,-0.24,,,,,,,,,,
0.14,0.59,0.3,1.75,1.29,2.49,-0.15,,,,,,,,,,
0.14,0.6,0.31,1.75,1.3,2.5,-0.05,,,,,,,,,,
0.13,0.6,0.31,1.76,1.31,2.5,0.05,,,,,,,,,,
0.13,0.61,0.32,1.77,1.32,2.5,0.14,,,,,,,,,,
0.12,0.62,0.32,1.78,1.33,2.5,0.24,,,,,,,,,,
0.12,0.63,0.33,1.79,1.34,2.5,0.34,,,,,,,,,,
0.11,0.64,0.33,1.8,1.35,2.5,0.44,0.61,2.04,,,,,,,,
0.11,0.65,0.34,1.81,1.36,2.5,0.54,,,,,,,,,,
0.1,0.66,0.34,1.82,1.37,2.5,0.63,,,,,,,,,,
0.1,0.67,0.35,1.82,1.38,2.5,0.73,,,,,,,,,,
0.09,0.68,0.35,1.83,1.39,2.5,0.83,,,,,,,,,,
0.09,0.68,0.36,1.84,1.4,2.5,0.93,,,,,,,,,,
0.09,0.69,0.36,1.85,1.41,2.5,1.04,,,,,,,,,,
0.08,0.7,0.37,1.86,1.42,2.5,1.14,,,,,,,,,,
0.08,0.71,0.38,1.87,1.43,2.5,1.24,,,,,,,,,,
0.07,0.72,0.38,1.87,1.44,2.5,1.34,,,,,,,,,,
0.07,0.73,0.39,1.88,1.45,2.5,1.44,0.57,2.13,,,,,,,,
0.07,0.74,0.39,1.89,1.46,2.5,1.54,,,,,,,,,,
0.06,0.75,0.4,1.9,1.47,2.5,1.65,,,,,,,,,,
0.06,0.76,0.4,1.91,1.48,2.5,1.75,,,,,,,,,,
0.06,0.77,0.41,1.91,1.49,2.5,1.85,,,,,,,,,,
0.05,0.78,0.42,1.92,1.5,2.49,1.96,,,,,,,,,,
0.05,0.79,0.42,1.93,1.51,2.49,2.06,,,,,,,,,,
0.05,0.8,0.43,1.94,1.52,2.49,2.17,,,,,,,,,,
0.04,0.81,0.44,1.95,1.53,2.49,2.27,,,,,,,,,,
0.04,0.82,0.44,1.95,1.54,2.49,2.38,,,,,,,,,,
0.04,0.82,0.45,1.96,1.55,2.49,2.48,0.54,2.22,24.04,25.22,25.25,27.16,0.9,4.52,83.62,86.1
0.04,0.83,0.46,1.97,1.56,2.49,2.59,,,,,,,,,,
0.03,0.84,0.46,1.98,1.57,2.49,2.69,,,,,,,,,,
0.03,0.85,0.47,1.98,1.58,2.48,2.8,,,,,,,,,,
0.03,0.86,0.48,1.99,1.59,2.48,2.91,,,,,,,,,,
0.03,0.87,0.48,2.0,1.6,2.48,3.01,,,,,,,,,,
0.02,0.88,0.49,2.0,1.61,2.48,3.12,,,,,,,,,,
0.02,0.89,0.5,2.01,1.62,2.48,3.23,,,,,,,,,,
0.02,0.9,0.5,2.02,1.63,2.47,3.33,,,,,,,,,,
0.02,0.91,0.51,2.03,1.64,2.47,3.44,,,,,,,,,,
0.02,0.92,0.52,2.03,1.65,2.47,3.55,0.52,2.32,,,,,,,,
0.01,0.93,0.53,2.04,1.66,2.47,3.66,,,,,,,,,,
0.01,0.94,0.53,2.05,1.67,2.46,3.77,,,,,,,,,,
0.01,0.95,0.54,2.05,1.68,2.46,3.87,,,,,,,,,,
0.01,0.96,0.55,2.06,1.69,2.46,3.98,,,,,,,,,,
0.01,0.97,0.56,2.07,1.7,2.46,4.09,,,,,,,,,,
0.01,0.98,0.56,2.07,1.71,2.45,4.2,,,,,,,,,,
0.01,0.99,0.57,2.08,1.71,2.45,4.31,,,,,,,,,,
0.0,1.0,0.58,2.08,1.72,2.45,4.42,,,,,,,,,,
0.0,1.01,0.59,2.09,1.73,2.44,4.53,,,,,,,,,,
0.0,1.02,0.6,2.1,1.74,2.44,4.64,0.5,2.42,,,,,,,,
0.0,1.03,0.6,2.1,1.75,2.44,4.75,,,,,,,,,,
0.0,1.04,0.61,2.11,1.76,2.43,4.85,,,,,,,,,,
0.0,1.05,0.62,2.11,1.77,2.43,4.96,,,,,,,,,,
0.0,1.06,0.63,2.12,1.78,2.42,5.07,,,,,,,,,,
0.0,1.07,0.64,2.13,1.79,2.42,5.18,,,,,,,,,,
0.0,1.08,0.64,2.13,1.8,2.42,5.29,,,,,,,,,,
0.0,1.09,0.65,2.14,1.81,2.41,5.4,,,,,,,,,,
0.0,1.1,0.66,2.14,1.82,2.41,5.51,,,,,,,,,,
0.0,1.11,0.67,2.15,1.83,2.4,5.62,,,,,,,,,,
0.0,1.12,0.68,2.15,1.84,2.4,5.73,0.5,2.52,,,,,,,,
0.0,1.13,0.69,2.16,1.84,2.4,5.84,,,,,,,,,,
0.0,1.14,0.69,2.16,1.85,2.39,5.95,,,,,,,,,,
0.0,1.15,0.7,2.17,1.86,2.39,6.06,,,,,,,,,,
0.0,1.16,0.71,2.17,1.87,2.38,6.17,,,,,,,,,,
0.0,1.17,0.72,2.18,1.88,2.38,6.28,,,,,,,,,,
0.0,1.18,0.73,2.18,1.89,2.37,6.39,,,,,,,,,,
0.0,1.19,0.74,2.19,1.9,2.37,6.5,,,,,,,,,,
0.01,1.2,0.75,2.19,1.91,2.36,6.61,,,,,,,,,,
0.01,1.21,0.76,2.2,1.91,2.36,6.72,,,,,,,,,,
0.01,1.22,0.77,2.2,1.92,2.35,6.83,0.51,2.62,,,,,,,,
0.01,1.23,0.77,2.2,1.93,2.35,6.94,,,,,,,,,,
0.01,1.24,0.78,2.21,1.94,2.34,7.05,,,,,,,,,,
0.01,1.25,0.79,2.21,1.95,2.34,7.16,,,,,,,,,,
0.01,1.26,0.8,2.22,1.96,2.33,7.27,,,,,,,,,,
0.01,1.27,0.81,2.22,1.97,2.33,7.38,,,,,,,,,,
0.02,1.28,0.82,2.23,1.97,2.32,7.49,,,,,,,,,,
0.02,1.29,0.83,2.23,1.98,2.31,7.6,,,,,,,,,,
0.02,1.3,0.84,2.23,1.99,2.31,7.71,,,,,,,,,,
0.02,1.31,0.85,2.24,2.0,2.3,7.82,,,,,,,,,,
0.02,1.32,0.86,2.24,2.01,2.3,7.93,0.52,2.72,,,,,,,,
0.03,1.33,0.87,2.24,2.01,2.29,8.04,,,,,,,,,,
0.03,1.34,0.88,2.25,2.02,2.28,8.15,,,,,,,,,,
0.03,1.35,0.89,2.25,2.03,2.28,8.26,,,,,,,,,,
0.03,1.36,0.9,2.25,2.04,2.27,8.37,,,,,,,,,,
0.04,1.37,0.9,2.26,2.04,2.26,8.48,,,,,,,,,,
0.04,1.38,0.91,2.26,2.05,2.26,8.58,,,,,,,,,,
0.04,1.39,0.92,2.26,2.06,2.25,8.69,,,,,,,,,,
0.05,1.4,0.93,2.26,2.07,2.24,8.8,,,,,,,,,,
0.05,1.41,0.94,2.27,2.07,2.24,8.91,,,,,,,,,,
0.05,1.42,0.95,2.27,2.08,2.23,9.01,0.55,2.82,,,,,,,,
0.05,1.43,0.96,2.27,2.09,2.22,9.12,,,,,,,,,,
0.06,1.43,0.97,2.27,2.1,2.22,9.23,,,,,,,,,,
0.06,1.44,0.98,2.28,2.1,2.21,9.34,,,,,,,,,,
0.06,1.45,0.99,2.28,2.11,2.2,9.44,,,,,,,,,,
0.07,1.46,1.0,2.28,2.12,2.2,9.55,,,,,,,,,,
0.07,1.47,1.01,2.28,2.12,2.19,9.66,,,,,,,,,,
0.08,1.48,1.02,2.28,2.13,2.18,9.76,,,,,,,,,,
0.08,1.49,1.03,2.29,2.14,2.17,9.87,,,,,,,,,,
0.08,1.5,1.04,2.29,2.14,2.17,9.97,,,,,,,,,,
0.09,1.51,1.05,2.29,2.15,2.16,10.08,0.59,2.91,,,,,,,,
0.09,1.52,1.06,2.29,2.16,2.15,10.18,,,,,,,,,,
0.1,1.53,1.07,2.29,2.16,2.14,10.29,,,,,,,,,,
0.1,1.54,1.08,2.29,2.17,2.14,10.39,,,,,,,,,,
0.1,1.55,1.09,2.29,2.18,2.13,10.49,,,,,,,,,,
0.11,1.55,1.1,2.3,2.18,2.12,10.6,,,,,,,,,,
0.11,1.56,1.11,2.3,2.19,2.11,10.7,,,,,,,,,,
0.12,1.57,1.12,2.3,2.2,2.11,10.8,,,,,,,,,,
0.12,1.58,1.13,2.3,2.2,2.1,10.91,,,,,,,,,,
0.13,1.59,1.14,2.3,2.21,2.09,11.01,,,,,,,,,,
0.13,1.6,1.15,2.3,2.21,2.08,11.11,0.63,3.0,,,,,,,,
0.14,1.61,1.16,2.3,2.22,2.07,11.21,,,,,,,,,,
0.14,1.62,1.17,2.3,2.23,2.06,11.31,,,,,,,,,,
0.15,1.62,1.18,2.3,2.23,2.06,11.41,,,,,,,,,,
0.15,1.63,1.19,2.3,2.24,2.05,11.51,,,,,,,,,,
0.16,1.64,1.2,2.3,2.24,2.04,11.61,,,,,,,,,,
0.16,1.65,1.21,2.3,2.25,2.03,11.71,,,,,,,,,,
0.17,1.66,1.22,2.3,2.25,2.02,11.81,,,,,,,,,,
0.18,1.67,1.23,2.3,2.26,2.01,11.91,,,,,,,,,,
0.18,1.67,1.24,2.3,2.26,2.01,12.01,,,,,,,,,,
0.19,1.68,1.25,2.3,2.27,2.0,12.1,0.69,3.08,,,,,,,,
0.19,1.69,1.26,2.3,2.27,1.99,12.2,,,,,,,,,,
0.2,1.7,1.27,2.3,2.28,1.98,12.3,,,,,,,,,,
0.2,1.71,1.28,2.3,2.28,1.97,12.39,,,,,,,,,,
0.21,1.71,1.29,2.3,2.29,1.96,12.49,,,,,,,,,,
0.22,1.72,1.3,2.29,2.29,1.95,12.58,,,,,,,,,,
0.22,1.73,1.31,2.29,2.3,1.94,12.68,,,,,,,,,,
0.23,1.74,1.32,2.29,2.3,1.94,12.77,,,,,,,,,,
0.24,1.75,1.33,2.29,2.3,1.93,12.87,,,,,,,,,,
0.24,1.75,1.34,2.29,2.31,1.92,12.96,,,,,,,,,,
0.25,1.76,1.35,2.29,2.31,1.91,13.05,0.75,3.16,24.25,26.16,26.15,27.49,0.92,4.62,88.3,88.63
0.26,1.77,1.36,2.29,2.32,1.9,13.14,,,,,,,,,,
0.26,1.78,1.37,2.29,2.32,1.89,13.24,,,,,,,,,,
0.27,1.78,1.38,2.28,2.32,1.88,13.33,,,,,,,,,,
0.28,1.79,1.39,2.28,2.33,1.87,13.42,,,,,,,,,,
0.28,1.8,1.4,2.28,2.33,1.86,13.51,,,,,,,,,,
0.29,1.8,1.41,2.28,2.34,1.85,13.59,,,,,,,,,,
0.3,1.81,1.42,2.28,2.34,1.84,13.68,,,,,,,,,,
0.3,1.82,1.43,2.27,2.34,1.83,13.77,,,,,,,,,,
0.31,1.83,1.44,2.27,2.35,1.82,13.86,,,,,,,,,,
0.32,1.83,1.45,2.27,2.35,1.81,13.94,0.82,3.23,,,,,,,,
0.33,1.84,1.46,2.27,2.35,1.81,14.03,,,,,,,,,,
0.33,1.85,1.47,2.26,2.36,1.8,14.12,,,,,,,,,,
0.34,1.85,1.48,2.26,2.36,1.79,14.2,,,,,,,,,,
0.35,1.86,1.49,2.26,2.36,1.78,14.28,,,,,,,,,,
0.36,1.87,1.5,2.26,2.36,1.77,14.37,,,,,,,,,,
0.36,1.87,1.51,2.25,2.37,1.76,14.45,,,,,,,,,,
0.37,1.88,1.51,2.25,2.37,1.75,14.53,,,,,,,,,,
0.38,1.88,1.52,2.25,2.37,1.74,14.61,,,,,,,,,,
0.39,1.89,1.53,2.24,2.37,1.73,14.69,,,,,,,,,,
0.4,1.9,1.54,2.24,2.38,1.72,14.77,0.9,3.3,,,,,,,,
0.4,1.9,1.55,2.24,2.38,1.71,14.85,,,,,,,,,,
0.41,1.91,1.56,2.23,2.38,1.7,14.93,,,,,,,,,,
0.42,1.91,1.57,2.23,2.38,1.69,15.01,,,,,,,,,,
0.43,1.92,1.58,2.22,2.38,1.68,15.08,,,,,,,,,,
0.44,1.93,1.59,2.22,2.39,1.67,15.16,,,,,,,,,,
0.44,1.93,1.6,2.22,2.39,1.66,15.23,,,,,,,,,,
0.45,1.94,1.61,2.21,2.39,1.65,15.31,,,,,,,,,,
0.46,1.94,1.62,2.21,2.39,1.64,15.38,,,,,,,,,,
0.47,1.95,1.63,2.2,2.39,1.63,15.45,,,,,,,,,,
0.48,1.95,1.64,2.2,2.39,1.62,15.53,0.98,3.35,,,,,,,,
0.49,1.96,1.64,2.2,2.39,1.61,15.6,,,,,,,,,,
0.49,1.96,1.65,2.19,2.39,1.6,15.67,,,,,,,,,,
0.5,1.97,1.66,2.19,2.4,1.59,15.74,,,,,,,,,,
0.51,1.97,1.67,2.18,2.4,1.58,15.81,,,,,,,,,,
0.52,1.98,1.68,2.18,2.4,1.57,15.87,,,,,,,,,,
0.53,1.98,1.69,2.17,2.4,1.56,15.94,,,,,,,,,,
0.54,1.99,1.7,2.17,2.4,1.55,16.01,,,,,,,,,,
0.55,1.99,1.71,2.16,2.4,1.54,16.07,,,,,,,,,,
0.56,2.0,1.71,2.16,2.4,1.53,16.14,,,,,,,,,,
0.57,2.0,1.72,2.15,2.4,1.52,16.2,1.07,3.4,,,,,,,,
0.57,2.0,1.73,2.15,2.4,1.51,16.26,,,,,,,,,,
0.58,2.01,1.74,2.14,2.4,1.5,16.32,,,,,,,,,,
0.59,2.01,1.75,2.14,2.4,1.49,16.38,,,,,,,,,,
0.6,2.02,1.76,2.13,2.4,1.48,16.44,,,,,,,,,,
0.61,2.02,1.77,2.13,2.4,1.47,16.5,,,,,,,,,,
0.62,2.03,1.77,2.12,2.4,1.46,16.56,,,,,,,,,,
0.63,2.03,1.78,2.11,2.4,1.45,16.62,,,,,,,,,,
0.64,2.03,1.79,2.11,2.4,1.44,16.67,,,,,,,,,,
0.65,2.04,1.8,2.1,2.4,1.43,16.73,,,,,,,,,,
0.66,2.04,1.81,2.1,2.4,1.42,16.78,1.16,3.44,,,,,,,,
0.67,2.04,1.81,2.09,2.4,1.41,16.83,,,,,,,,,,
0.68,2.05,1.82,2.08,2.4,1.4,16.89,,,,,,,,,,
0.69,2.05,1.83,2.08,2.39,1.39,16.94,,,,,,,,,,
0.7,2.05,1.84,2.07,2.39,1.38,16.99,,,,,,,,,,
0.7,2.06,1.84,2.06,2.39,1.37,17.04,,,,,,,,,,
0.71,2.06,1.85,2.06,2.39,1.36,17.08,,,,,,,,,,
0.72,2.06,1.86,2.05,2.39,1.35,17.13,,,,,,,,,,
0.73,2.06,1.87,2.04,2.39,1.34,17.18,,,,,,,,,,
0.74,2.07,1.87,2.04,2.39,1.33,17.22,,,,,,,,,,
0.75,2.07,1.88,2.03,2.38,1.32,17.27,1.25,3.47,,,,,,,,
0.76,2.07,1.89,2.02,2.38,1.31,17.31,,,,,,,,,,
0.77,2.07,1.9,2.02,2.38,1.3,17.35,,,,,,,,,,
0.78,2.08,1.9,2.01,2.38,1.29,17.39,,,,,,,,,,
0.79,2.08,1.91,2.0,2.38,1.28,17.43,,,,,,,,,,
0.8,2.08,1.92,2.0,2.37,1.27,17.47,,,,,,,,,,
0.81,2.08,1.92,1.99,2.37,1.26,17.51,,,,,,,,,,
0.82,2.08,1.93,1.98,2.37,1.25,17.54,,,,,,,,,,
0.83,2.09,1.94,1.97,2.37,1.24,17.58,,,,,,,,,,
0.84,2.09,1.94,1.97,2.36,1.23,17.61,,,,,,,,,,
0.85,2.09,1.95,1.96,2.36,1.22,17.64,1.35,3.49,,,,,,,,
0.86,2.09,1.96,1.95,2.36,1.21,17.68,,,,,,,,,,
0.87,2.09,1.96,1.94,2.36,1.2,17.71,,,,,,,,,,
0.88,2.09,1.97,1.94,2.35,1.2,17.74,,,,,,,,,,
0.89,2.09,1.98,1.93,2.35,1.19,17.76,,,,,,,,,,
0.9,2.1,1.98,1.92,2.35,1.18,17.79,,,,,,,,,,
0.91,2.1,1.99,1.91,2.34,1.17,17.82,,,,,,,,,,
0.92,2.1,2.0,1.91,2.34,1.16,17.84,,,,,,,,,,
0.93,2.1,2.0,1.9,2.34,1.15,17.87,,,,,,,,,,
0.94,2.1,2.01,1.89,2.33,1.14,17.89,,,,,,,,,,
0.95,2.1,2.01,1.88,2.33,1.13,17.91,1.45,3.5,,,,,,,,
0.96,2.1,2.02,1.87,2.33,1.12,17.93,,,,,,,,,,
0.97,2.1,2.03,1.86,2.32,1.11,17.95,,,,,,,,,,
0.98,2.1,2.03,1.86,2.32,1.1,17.97,,,,,,,,,,
0.99,2.1,2.04,1.85,2.31,1.09,17.99,,,,,,,,,,
1.0,2.1,2.04,1.84,2.31,1.08,18.0,,,,,,,,,,
1.01,2.1,2.05,1.83,2.3,1.07,18.02,,,,,,,,,,
1.02,2.1,2.05,1.82,2.3,1.07,18.03,,,,,,,,,,
1.03,2.1,2.06,1.81,2.3,1.06,18.04,,,,,,,,,,
1.04,2.1,2.06,1.81,2.29,1.05,18.05,,,,,,,,,,
1.05,2.1,2.07,1.8,2.29,1.04,18.06,1.55,3.5,,,,,,,,
1.06,2.1,2.07,1.79,2.28,1.03,18.07,,,,,,,,,,
1.07,2.1,2.08,1.78,2.28,1.02,18.08,,,,,,,,,,
1.08,2.1,2.08,1.77,2.27,1.01,18.08,,,,,,,,,,
1.09,2.1,2.09,1.76,2.27,1.0,18.09,,,,,,,,,,
1.1,2.09,2.09,1.75,2.26,0.99,18.09,,,,,,,,,,
1.11,2.09,2.1,1.74,2.26,0.99,18.09,,,,,,,,,,
1.12,2.09,2.1,1.74,2.25,0.98,18.09,,,,,,,,,,
1.13,2.09,2.1,1.73,2.25,0.97,18.09,,,,,,,,,,
1.14,2.09,2.11,1.72,2.24,0.96,18.09,,,,,,,,,,
1.15,2.09,2.11,1.71,2.24,0.95,18.09,1.65,3.49,25.15,26.49,26.91,26.91,1.01,5.07,89.94,92.42
1.16,2.09,2.12,1.7,2.23,0.94,18.08,,,,,,,,,,
1.17,2.09,2.12,1.69,2.23,0.94,18.08,,,,,,,,,,
1.18,2.08,2.12,1.68,2.22,0.93,18.07,,,,,,,,,,
1.19,2.08,2.13,1.67,2.21,0.92,18.06,,,,,,,,,,
1.2,2.08,2.13,1.66,2.21,0.91,18.05,,,,,,,,,,
1.21,2.08,2.14,1.65,2.2,0.9,18.04,,,,,,,,,,
1.22,2.08,2.14,1.64,2.2,0.9,18.03,,,,,,,,,,
1.23,2.07,2.14,1.63,2.19,0.89,18.02,,,,,,,,,,
1.24,2.07,2.15,1.62,2.18,0.88,18.01,,,,,,,,,,
1.25,2.07,2.15,1.61,2.18,0.87,17.99,1.75,3.47,,,,,,,,
1.26,2.07,2.15,1.61,2.17,0.86,17.97,,,,,,,,,,
1.27,2.06,2.16,1.6,2.17,0.86,17.95,,,,,,,,,,
1.28,2.06,2.16,1.59,2.16,0.85,17.94,,,,,,,,,,
1.29,2.06,2.16,1.58,2.15,0.84,17.91,,,,,,,,,,
1.3,2.06,2.16,1.57,2.15,0.83,17.89,,,,,,,,,,
1.31,2.05,2.17,1.56,2.14,0.83,17.87,,,,,,,,,,
1.31,2.05,2.17,1.55,2.13,0.82,17.85,,,,,,,,,,
1.32,2.05,2.17,1.54,2.13,0.81,17.82,,,,,,,,,,
1.33,2.04,2.17,1.53,2.12,0.8,17.79,,,,,,,,,,
1.34,2.04,2.18,1.52,2.11,0.8,17.76,1.84,3.44,,,,,,,,
1.35,2.04,2.18,1.51,2.1,0.79,17.74,,,,,,,,,,
1.36,2.03,2.18,1.5,2.1,0.78,17.7,,,,,,,,,,
1.37,2.03,2.18,1.49,2.09,0.78,17.67,,,,,,,,,,
1.38,2.02,2.18,1.48,2.08,0.77,17.64,,,,,,,,,,
1.39,2.02,2.19,1.47,2.08,0.76,17.6,,,,,,,,,,
1.4,2.02,2.19,1.46,2.07,0.76,17.57,,,,,,,,,,
1.41,2.01,2.19,1.45,2.06,0.75,17.53,,,,,,,,,,
1.42,2.01,2.19,1.44,2.05,0.74,17.49,,,,,,,,,,
1.43,2.0,2.19,1.43,2.05,0.74,17.45,,,,,,,,,,
1.44,2.0,2.19,1.42,2.04,0.73,17.41,1.94,3.4,,,,,,,,
1.44,2.0,2.19,1.41,2.03,0.72,17.37,,,,,,,,,,
1.45,1.99,2.19,1.4,2.02,0.72,17.33,,,,,,,,,,
1.46,1.99,2.2,1.39,2.01,0.71,17.28,,,,,,,,,,
1.47,1.98,2.2,1.38,2.01,0.7,17.24,,,,,,,,,,
1.48,1.98,2.2,1.37,2.0,0.7,17.19,,,,,,,,,,
1.49,1.97,2.2,1.36,1.99,0.69,17.14,,,,,,,,,,
1.5,1.97,2.2,1.35,1.98,0.69,17.09,,,,,,,,,,
1.51,1.96,2.2,1.34,1.97,0.68,17.04,,,,,,,,,,
1.51,1.96,2.2,1.33,1.97,0.68,16.99,,,,,,,,,,
1.52,1.95,2.2,1.32,1.96,0.67,16.93,2.02,3.35,,,,,,,,
1.53,1.95,2.2,1.31,1.95,0.66,16.88,,,,,,,,,,
1.54,1.94,2.2,1.3,1.94,0.66,16.82,,,,,,,,,,
1.55,1.94,2.2,1.29,1.93,0.65,16.77,,,,,,,,,,
1.56,1.93,2.2,1.28,1.92,0.65,16.71,,,,,,,,,,
1.57,1.93,2.2,1.27,1.92,0.64,16.65,,,,,,,,,,
1.57,1.92,2.2,1.26,1.91,0.64,16.59,,,,,,,,,,
1.58,1.91,2.2,1.25,1.9,0.63,16.53,,,,,,,,,,
1.59,1.91,2.2,1.24,1.89,0.63,16.46,,,,,,,,,,
1.6,1.9,2.2,1.23,1.88,0.62,16.4,,,,,,,,,,
1.61,1.9,2.2,1.22,1.87,0.62,16.33,2.11,3.3,,,,,,,,
1.61,1.89,2.2,1.21,1.86,0.61,16.27,,,,,,,,,,
1.62,1.88,2.2,1.2,1.85,0.61,16.2,,,,,,,,,,
1.63,1.88,2.19,1.19,1.84,0.6,16.13,,,,,,,,,,
1.64,1.87,2.19,1.18,1.84,0.6,16.06,,,,,,,,,,
1.64,1.86,2.19,1.17,1.83,0.6,15.99,,,,,,,,,,
1.65,1.86,2.19,1.16,1.82,0.59,15.92,,,,,,,,,,
1.66,1.85,2.19,1.15,1.81,0.59,15.84,,,,,,,,,,
1.67,1.84,2.19,1.14,1.8,0.58,15.77,,,,,,,,,,
1.67,1.84,2.19,1.13,1.79,0.58,15.69,,,,,,,,,,
1.68,1.83,2.18,1.12,1.78,0.58,15.62,2.18,3.23,,,,,,,,
1.69,1.82,2.18,1.11,1.77,0.57,15.54,,,,,,,,,,
1.7,1.82,2.18,1.1,1.76,0.57,15.46,,,,,,,,,,
1.7,1.81,2.18,1.09,1.75,0.56,15.38,,,,,,,,,,
1.71,1.8,2.18,1.08,1.74,0.56,15.3,,,,,,,,,,
1.72,1.8,2.17,1.07,1.73,0.56,15.22,,,,,,,,,,
1.72,1.79,2.17,1.06,1.73,0.55,15.13,,,,,,,,,,
1.73,1.78,2.17,1.05,1.72,0.55,15.05,,,,,,,,,,
1.74,1.77,2.17,1.04,1.71,0.55,14.96,,,,,,,,,,
1.74,1.77,2.16,1.03,1.7,0.55,14.88,,,,,,,,,,
1.75,1.76,2.16,1.02,1.69,0.54,14.79,2.25,3.16,,,,,,,,
1.76,1.75,2.16,1.01,1.68,0.54,14.7,,,,,,,,,,
1.76,1.74,2.16,1.0,1.67,0.54,14.61,,,,,,,,,,
1.77,1.74,2.15,1.0,1.66,0.53,14.52,,,,,,,,,,
1.78,1.73,2.15,0.99,1.65,0.53,14.43,,,,,,,,,,
1.78,1.72,2.15,0.98,1.64,0.53,14.33,,,,,,,,,,
1.79,1.71,2.14,0.97,1.63,0.53,14.24,,,,,,,,,,
1.8,1.71,2.14,0.96,1.62,0.52,14.15,,,,,,,,,,
1.8,1.7,2.14,0.95,1.61,0.52,14.05,,,,,,,,,,
1.81,1.69,2.13,0.94,1.6,0.52,13.95,,,,,,,,,,
1.81,1.68,2.13,0.93,1.59,0.52,13.86,2.31,3.08,,,,,,,,
1.82,1.67,2.13,0.92,1.58,0.52,13.76,,,,,,,,,,
1.83,1.66,2.12,0.91,1.57,0.51,13.66,,,,,,,,,,
1.83,1.66,2.12,0.9,1.56,0.51,13.56,,,,,,,,,,
1.84,1.65,2.11,0.89,1.55,0.51,13.46,,,,,,,,,,
1.84,1.64,2.11,0.88,1.54,0.51,13.35,,,,,,,,,,
1.85,1.63,2.1,0.87,1.53,0.51,13.25,,,,,,,,,,
1.85,1.62,2.1,0.87,1.52,0.51,13.15,,,,,,,,,,
1.86,1.61,2.1,0.86,1.51,0.51,13.04,,,,,,,,,,
1.86,1.61,2.09,0.85,1.5,0.51,12.94,,,,,,,,,,
1.87,1.6,2.09,0.84,1.49,0.5,12.83,2.37,3.0,,,,,,,,
1.87,1.59,2.08,0.83,1.48,0.5,12.72,,,,,,,,,,
1.88,1.58,2.08,0.82,1.47,0.5,12.62,,,,,,,,,,
1.88,1.57,2.07,0.81,1.46,0.5,12.51,,,,,,,,,,
1.89,1.56,2.07,0.8,1.45,0.5,12.4,,,,,,,,,,
1.89,1.55,2.06,0.79,1.44,0.5,12.29,,,,,,,,,,
1.9,1.54,2.06,0.79,1.43,0.5,12.18,,,,,,,,,,
1.9,1.54,2.05,0.78,1.42,0.5,12.07,,,,,,,,,,
1.9,1.53,2.05,0.77,1.41,0.5,11.95,,,,,,,,,,
1.91,1.52,2.04,0.76,1.4,0.5,11.84,,,,,,,,,,
1.91,1.51,2.04,0.75,1.39,0.5,11.73,2.41,2.91,25.91,25.91,26.84,25.95,1.09,5.46,87.04,93.99
1.92,1.5,2.03,0.74,1.38,0.5,11.61,,,,,,,,,,
1.92,1.49,2.03,0.74,1.37,0.5,11.5,,,,,,,,,,
1.92,1.48,2.02,0.73,1.36,0.5,11.38,,,,,,,,,,
1.93,1.47,2.01,0.72,1.35,0.5,11.26,,,,,,,,,,
1.93,1.46,2.01,0.71,1.34,0.5,11.15,,,,,,,,,,
